ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEP_REPAY_STATUS,AUG_REPAY_STATUS,JUL_REPAY_STATUS,JUN_REPAY_STATUS,MAY_REPAY_STATUS,APR_REPAY_STATUS,SEP_BILL_AMT,AUG_BILL_AMT,JUL_BILL_AMT,JUN_BILL_AMT,MAY_BILL_AMT,APR_BILL_AMT,SEP_PAY_AMT,AUG_PAY_AMT,JUL_PAY_AMT,JUN_PAY_AMT,MAY_PAY_AMT,APR_PAY_AMT,default.payment.next.month,AGE_GROUP,EDUCATION_LEVEL,MARRIAGE_DESC,LIMIT_BIN,PAY_RATIO_SEP,PAY_RATIO_AUG,PAY_RATIO_JUL,PAY_RATIO_JUN,PAY_RATIO_MAY,UTIL_SEP,UTIL_AUG,UTIL_JUL,UTIL_JUN,UTIL_MAY,UTIL_APR,UTIL_AVG,UTIL_MAX,UTIL_MIN,UTIL_STD,MONTHS_NO_PAYMENT,BILL_GROWTH_RATIO,UTIL_TREND,PAY_TREND
7438,160000.0,2,2,1,31,-2,-2,-2,-2,-2,-2,239.0,0.0,0.0,0.0,1446.0,426.0,0.0,0.0,0.0,1446.0,426.0,0.0,0,Adults,University,Married,Q3,,,,1.0,1.0,0.00149375,0.0,0.0,0.0,0.0090375,0.0026625,0.0021989583333333336,0.0090375,0.0,0.003520911673191571,3,0.5610328638497653,-0.0011687499999999999,
7439,30000.0,2,2,1,43,-1,0,0,0,0,0,25166.0,26195.0,27209.0,27924.0,30204.0,30000.0,1437.0,1451.0,1166.0,2900.0,600.0,0.0,0,Adults,University,Married,Q1,0.05485779728955908,0.05332794296004998,0.0417561953874803,0.09601377301019733,0.02,0.8388666666666666,0.8731666666666666,0.9069666666666667,0.9308,1.0068,1.0,0.9260999999999999,1.0068,0.8388666666666666,0.06748846815073914,0,0.8388666666666666,-0.16113333333333335,0.03485779728955908
7440,10000.0,2,2,2,22,1,-1,-1,-2,-2,-2,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1,Youth,University,Single,Q1,1.0,,,,,0.0,0.1,0.0,0.0,0.0,0.0,0.016666666666666666,0.1,0.0,0.040824829046386304,5,,0.0,
7441,50000.0,2,2,2,38,0,0,-1,0,0,-1,2410.0,0.0,4494.0,3034.0,2327.0,5892.0,0.0,4494.0,61.0,47.0,5892.0,164.0,0,Adults,University,Single,Q1,,1.0,0.02010547132498352,0.02019767941555651,1.0,0.0482,0.0,0.08988,0.06068,0.04654,0.11784,0.06052333333333334,0.11784,0.0,0.04039185743026269,1,0.4090291921249151,-0.06964000000000001,
7442,80000.0,1,2,1,40,0,0,0,-1,-1,-1,23833.0,17815.0,15140.0,140.0,3090.0,180.0,5000.0,5000.0,5000.0,3100.0,1000.0,5000.0,0,Adults,University,Married,Q2,0.280662363177098,0.33025099075297226,2.0,1.0032362459546926,2.0,0.2979125,0.2226875,0.18925,0.00175,0.038625,0.00225,0.1254125,0.2979125,0.00175,0.12750481363462324,0,132.40555555555557,0.29566250000000005,-1.719337636822902
7443,260000.0,2,1,1,49,1,-2,-2,-1,0,0,0.0,0.0,0.0,1180.0,1180.0,0.0,0.0,0.0,1180.0,0.0,0.0,0.0,0,Adults,Graduate School,Married,Q4,,,1.0,0.0,,0.0,0.0,0.0,0.004538461538461538,0.004538461538461538,0.0,0.0015128205128205126,0.004538461538461538,0.0,0.002343651460781924,4,,0.0,
7444,170000.0,1,3,2,26,2,0,0,0,0,0,74453.0,66087.0,60649.0,61408.0,59390.0,57037.0,5020.0,3003.0,3009.0,2013.0,3041.0,3000.0,1,Adults,High School,Single,Q3,0.07596047634179189,0.04951441903411433,0.049000130276185515,0.03389459504967166,0.05331626838718726,0.4379588235294118,0.3887470588235294,0.35675882352941174,0.3612235294117647,0.3493529411764706,0.33551176470588234,0.3715921568627451,0.4379588235294118,0.33551176470588234,0.03693978541155109,0,1.3053456528218526,0.10244705882352945,0.022644207954604624
7445,30000.0,2,3,2,25,0,0,0,0,0,0,20983.0,22636.0,24417.0,27020.0,28107.0,28727.0,2000.0,2500.0,3000.0,1500.0,1056.0,544.0,0,Adults,High School,Single,Q1,0.08835483300936561,0.10238768071425645,0.11102886750555144,0.053367488525989965,0.036759842656734085,0.6994333333333334,0.7545333333333333,0.8139,0.9006666666666666,0.9369,0.9575666666666667,0.8438333333333333,0.9575666666666667,0.6994333333333334,0.10444956464990916,0,0.7304278205172834,-0.2581333333333333,0.05159499035263153
7446,50000.0,2,3,2,51,0,0,0,0,0,0,25577.0,26352.0,16846.0,17562.0,18275.0,18711.0,1269.0,1284.0,1000.0,1000.0,740.0,1000.0,0,Adults,High School,Single,Q1,0.04815573770491803,0.07621987415410186,0.05694112287894317,0.05471956224350205,0.03954892843781733,0.51154,0.52704,0.33692,0.35124,0.3655,0.37422,0.41107666666666676,0.52704,0.33692,0.08491838473891661,0,1.366949922505478,0.13732,0.008606809267100703
7447,120000.0,1,3,1,40,0,0,0,0,0,0,88185.0,91748.0,94242.0,88828.0,97643.0,79371.0,5000.0,4251.0,6000.0,10000.0,3019.0,13154.0,0,Adults,High School,Married,Q3,0.05449710075423987,0.045107277010250205,0.06754626919439816,0.1024138955173438,0.038036562472439556,0.734875,0.7645666666666666,0.78535,0.7402333333333333,0.8136916666666667,0.661425,0.7500236111111112,0.8136916666666667,0.661425,0.05232230760091899,0,1.1110481158105605,0.0734499999999999,0.016460538281800316
7448,240000.0,2,2,1,31,2,0,0,0,0,0,71876.0,72382.0,72155.0,72543.0,73011.0,73484.0,3100.0,2400.0,2367.0,2435.0,2500.0,3000.0,1,Adults,University,Married,Q4,0.04282832748473377,0.033261728223962304,0.03262892353500682,0.03335113886948542,0.034021011376626206,0.2994833333333333,0.30159166666666665,0.30064583333333333,0.3022625,0.3042125,0.3061833333333333,0.30239652777777776,0.3061833333333333,0.2994833333333333,0.002443564985418423,0,0.9781176854825541,-0.006699999999999984,0.008807316108107567
7449,180000.0,1,1,2,41,0,-1,-1,-1,0,0,16366.0,18339.0,2766.0,97996.0,55156.0,36213.0,18339.0,2766.0,97996.0,1861.0,1196.0,3000.0,0,Adults,Graduate School,Single,Q3,1.0,1.0,1.0,0.03374066284719704,0.03302681357523541,0.09092222222222222,0.10188333333333334,0.015366666666666667,0.5444222222222223,0.3064222222222222,0.20118333333333333,0.21003333333333332,0.5444222222222223,0.015366666666666667,0.1923351552965889,0,0.4519371496423936,-0.1102611111111111,0.9669731864247646
7450,60000.0,2,3,2,26,0,0,0,0,0,0,38726.0,39764.0,41084.0,41741.0,42461.0,43457.0,1663.0,1983.0,1640.0,1542.0,1703.0,1758.0,0,Adults,High School,Single,Q2,0.041821748315058846,0.048266965241943335,0.039289906806257636,0.036315677916205456,0.039188163011712726,0.6454333333333333,0.6627333333333333,0.6847333333333333,0.6956833333333333,0.7076833333333333,0.7242833333333333,0.6867583333333332,0.7242833333333333,0.6454333333333333,0.02903340748172698,0,0.8911337644107968,-0.07884999999999998,0.00263358530334612
7451,150000.0,2,3,2,32,0,0,0,0,0,0,113932.0,87187.0,81491.0,77078.0,66927.0,50881.0,2500.0,3000.0,2000.0,5000.0,5055.0,5000.0,1,Adults,High School,Single,Q3,0.028673999564155207,0.03681388128750414,0.025947741249124263,0.07470826422818892,0.09934946247125646,0.7595466666666667,0.5812466666666667,0.5432733333333334,0.5138533333333334,0.44618,0.33920666666666666,0.5305511111111112,0.7595466666666667,0.33920666666666666,0.1408409424479602,0,2.2391855505984553,0.42034000000000005,-0.07067546290710125
7452,360000.0,2,2,2,26,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Adults,University,Single,Q5,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,,0.0,
7453,350000.0,2,1,2,32,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Adults,Graduate School,Single,Q5,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,,0.0,
7454,30000.0,2,1,1,43,-1,-1,-1,-2,-2,-2,390.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0,Adults,Graduate School,Married,Q1,1.0,,,,,0.013,0.026,0.0,0.0,0.0,0.0,0.0065,0.026,0.0,0.01087658034494298,4,,0.013,
7455,120000.0,2,1,2,29,0,0,0,0,0,0,121805.0,120933.0,120629.0,116316.0,117358.0,118560.0,4600.0,4300.0,4200.0,4219.0,4500.0,7600.0,0,Adults,Graduate School,Single,Q3,0.03803759106281991,0.03564648633413193,0.03610853193025895,0.035949828729187616,0.03795546558704453,1.0150416666666666,1.007775,1.0052416666666666,0.9693,0.9779833333333333,0.988,0.9938902777777777,1.0150416666666666,0.9693,0.01822870707357144,0,1.0273701079622133,0.02704166666666663,8.212547577537976e-05
7456,330000.0,1,1,1,43,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Adults,Graduate School,Married,Q5,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,,0.0,
7457,500000.0,1,2,2,44,-2,-2,-1,0,0,-2,26697.0,26319.0,79424.0,77920.0,55625.0,30092.0,1131.0,150042.0,4790.0,3236.0,866.0,630.0,0,Adults,University,Single,Q5,0.04297275732360652,1.8891267123287672,0.06147330595482546,0.05817528089887641,0.028778412867207233,0.053394,0.052638,0.158848,0.15584,0.11125,0.060184,0.09869233333333333,0.158848,0.052638,0.05039461754460159,0,0.8871793167619301,-0.006790000000000004,0.014194344456399284
7458,100000.0,2,2,1,34,0,0,0,0,0,0,102724.0,100186.0,102604.0,101856.0,101105.0,101071.0,4600.0,5000.0,4000.0,4000.0,4200.0,3800.0,0,Adults,University,Married,Q2,0.04591459884614617,0.04873104362403025,0.039271127866792335,0.03956283072053805,0.041554946522741436,1.02724,1.00186,1.02604,1.01856,1.01105,1.01071,1.0159099999999999,1.02724,1.00186,0.009859720077162435,0,1.0163548396671647,0.016529999999999934,0.004359652323404732
7459,80000.0,2,2,1,37,1,2,-1,-1,-1,-1,2626.0,2410.0,3237.0,2760.0,914.0,0.0,0.0,3237.0,2760.0,914.0,0.0,0.0,0,Adults,University,Married,Q2,0.0,1.0,1.0,1.0,,0.032825,0.030125,0.0404625,0.0345,0.011425,0.0,0.02488958333333333,0.0404625,0.0,0.015659135545797755,1,,0.032825,
7460,260000.0,2,2,2,30,0,0,0,0,0,0,34405.0,52512.0,52263.0,52261.0,52140.0,52615.0,20000.0,1826.0,1971.0,2000.0,2500.0,2000.0,0,Adults,University,Single,Q4,0.3808653260207191,0.034938675544840515,0.03771454813340732,0.038358266206367474,0.047514967214672625,0.13232692307692306,0.20196923076923076,0.20101153846153846,0.20100384615384614,0.20053846153846153,0.2023653846153846,0.18986923076923076,0.2023653846153846,0.13232692307692306,0.02819802901333153,0,0.6539009788083247,-0.07003846153846155,0.33335035880604647
7461,500000.0,1,2,1,41,0,0,0,0,0,0,171565.0,184782.0,152365.0,139757.0,153348.0,127391.0,20241.0,20154.0,20019.0,20151.0,20037.0,21.0,0,Adults,University,Married,Q5,0.10953989024905023,0.13227447248383814,0.1432414834319569,0.13140699585257062,0.15728740648868444,0.34313,0.369564,0.30473,0.279514,0.306696,0.254782,0.309736,0.369564,0.254782,0.04162249837768031,0,1.3467591902096694,0.08834799999999998,-0.04774751623963422
7462,90000.0,1,1,2,52,0,0,0,0,0,0,91656.0,87106.0,48730.0,27535.0,27751.0,29923.0,5110.0,2000.0,3000.0,1000.0,3000.0,3000.0,0,Adults,Graduate School,Single,Q2,0.05866415631529401,0.04104247896572953,0.10895224260032686,0.036034737486937404,0.10025732713965846,1.0184,0.9678444444444444,0.5414444444444444,0.30594444444444446,0.3083444444444444,0.33247777777777776,0.5790759259259259,1.0184,0.30594444444444446,0.33294735901104244,0,3.0630618587708454,0.6859222222222222,-0.04159317082436445
7463,360000.0,2,2,1,38,-1,-1,-1,-1,-1,-1,1604.0,238.0,2402.0,3580.0,183.0,1995.0,239.0,2414.0,3597.0,183.0,2005.0,3635.0,0,Adults,University,Married,Q5,1.004201680672269,1.0049958368026644,1.0047486033519553,1.0,1.005012531328321,0.0044555555555555555,0.0006611111111111111,0.006672222222222223,0.009944444444444445,0.0005083333333333333,0.005541666666666667,0.004630555555555555,0.009944444444444445,0.0005083333333333333,0.003633614498125476,0,0.8040100250626566,-0.0010861111111111115,-0.0008108506560520201
7464,360000.0,1,3,2,34,-1,-1,-1,-1,-1,-1,3821.0,1937.0,944.0,1219.0,2216.0,1440.0,1937.0,944.0,1219.0,2216.0,2000.0,648.0,0,Adults,High School,Single,Q5,1.0,1.0,1.0,1.0,1.3888888888888888,0.01061388888888889,0.005380555555555556,0.0026222222222222224,0.003386111111111111,0.006155555555555556,0.004,0.005359722222222223,0.01061388888888889,0.0026222222222222224,0.00288020637013529,0,2.6534722222222222,0.00661388888888889,-0.38888888888888884
7465,100000.0,2,2,2,25,0,0,0,-1,-1,-1,8791.0,4910.0,0.0,674.0,0.0,980.0,1000.0,0.0,674.0,0.0,980.0,4413.0,0,Adults,University,Single,Q2,0.20366598778004075,,1.0,,1.0,0.08791,0.0491,0.0,0.00674,0.0,0.0098,0.025591666666666665,0.08791,0.0,0.035639431205711836,2,8.970408163265306,0.07811,-0.7963340122199593
7466,200000.0,1,2,2,36,0,0,0,0,0,0,190120.0,194533.0,194175.0,189457.0,187050.0,187082.0,9000.0,9000.0,8000.0,10000.0,8000.0,7000.0,1,Adults,University,Single,Q4,0.04626464404496924,0.046349942062572425,0.04222594045086748,0.05346164127238706,0.042761997412899155,0.9506,0.972665,0.970875,0.947285,0.93525,0.93541,0.9520141666666667,0.972665,0.93525,0.016512349746982315,0,1.0162388685175485,0.015190000000000037,0.003502646632070082
7467,490000.0,2,2,2,52,0,0,0,0,0,0,191937.0,194347.0,202400.0,46634.0,47622.0,50844.0,7133.0,11365.0,1700.0,1740.0,4026.0,2060.0,0,Adults,University,Single,Q5,0.036702393142163246,0.05615118577075099,0.03645408929107518,0.03653773466045105,0.07918338447014397,0.3917081632653061,0.3966265306122449,0.41306122448979593,0.09517142857142857,0.09718775510204082,0.10376326530612245,0.24958639455782314,0.41306122448979593,0.09517142857142857,0.1654552089394859,0,3.775017701203682,0.28794489795918365,-0.04248099132798073
7468,460000.0,1,1,1,40,0,0,0,0,0,0,100026.0,89681.0,81812.0,82326.0,76055.0,74979.0,5095.0,5011.0,5047.0,4021.0,4071.0,3000.0,0,Adults,Graduate School,Married,Q5,0.05681247978947603,0.06125018334718623,0.06130505551101718,0.052869633817631975,0.05429520265674389,0.2174478260869565,0.1949586956521739,0.17785217391304348,0.1789695652173913,0.16533695652173913,0.1629978260869565,0.18292717391304344,0.2174478260869565,0.1629978260869565,0.020417864168937257,0,1.334053534989797,0.05445,0.002517277132732143
7469,20000.0,1,1,2,39,1,2,2,2,2,2,10968.0,12495.0,11998.0,13795.0,13431.0,16199.0,2000.0,0.0,2000.0,0.0,3000.0,0.0,1,Adults,Graduate School,Single,Q1,0.1600640256102441,0.0,0.14498006524102935,0.0,0.1851966170751281,0.5484,0.62475,0.5999,0.68975,0.67155,0.80995,0.6573833333333333,0.80995,0.5484,0.09030118308564214,0,0.6770788320266683,-0.26154999999999995,-0.025132591464884002
7470,230000.0,2,2,1,35,0,0,0,0,0,0,76050.0,76921.0,65452.0,61129.0,55199.0,55380.0,3000.0,4000.0,3000.0,3000.0,2000.0,3000.0,0,Adults,University,Married,Q4,0.039001053028431765,0.06111348774674571,0.04907654304830768,0.054348810666859905,0.03611412062116288,0.33065217391304347,0.3344391304347826,0.2845739130434783,0.26577826086956524,0.23999565217391305,0.24078260869565218,0.2827036231884058,0.3344391304347826,0.23999565217391305,0.04206408050742459,0,1.3732394366197183,0.08986956521739128,0.002886932407268887
7471,170000.0,2,2,2,28,0,0,0,0,0,0,169531.0,174799.0,179868.0,177952.0,176160.0,175304.0,8000.0,8000.0,7000.0,7000.0,8000.0,9000.0,0,Adults,University,Single,Q3,0.04576685221311335,0.04447706095581204,0.03933645027872685,0.03973660308810172,0.045635011180577736,0.9972411764705882,1.028229411764706,1.0580470588235293,1.0467764705882352,1.0362352941176471,1.0312,1.0329549019607842,1.0580470588235293,0.9972411764705882,0.02065087501741767,0,0.9670686350568156,-0.03395882352941171,0.0001318410325356137
7472,60000.0,2,3,1,63,0,0,0,0,0,0,56285.0,56894.0,57006.0,28198.0,23888.0,24083.0,5000.0,2156.0,3017.0,2009.0,3000.0,3000.0,0,Adults,High School,Married,Q2,0.08788272928604071,0.037820580289794056,0.10699340378750266,0.08410080375083724,0.12456919818959432,0.9380833333333334,0.9482333333333334,0.9501,0.46996666666666664,0.39813333333333334,0.4013833333333333,0.6843166666666667,0.9501,0.39813333333333334,0.2872589083813493,0,2.3371257733671054,0.5367000000000001,-0.03668646890355361
7473,90000.0,2,2,1,33,0,0,2,0,0,0,26772.0,70398.0,56266.0,47804.0,44230.0,48144.0,56388.0,112.0,1779.0,1786.0,5414.0,2418.0,0,Adults,University,Married,Q2,0.8009886644506946,0.0019905449116695696,0.037214459041084426,0.040379832692742486,0.11245430375540047,0.29746666666666666,0.7822,0.6251777777777778,0.5311555555555556,0.49144444444444446,0.5349333333333334,0.5437296296296297,0.7822,0.29746666666666666,0.15944691158240956,0,0.5560817547357926,-0.23746666666666671,0.6885343606952942
7474,160000.0,1,1,1,38,1,-1,-1,-2,-2,-2,0.0,499.0,0.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,0.0,0,Adults,Graduate School,Married,Q3,1.0,,,,,0.0,0.00311875,0.0,0.0,0.0,0.0,0.0005197916666666667,0.00311875,0.0,0.0012732243558841727,5,,0.0,
7475,20000.0,1,2,2,30,2,2,2,0,0,0,20586.0,20568.0,20185.0,20016.0,20044.0,20172.0,1300.0,700.0,700.0,1700.0,1600.0,700.0,1,Adults,University,Single,Q1,0.0632049786075457,0.03467921724052514,0.03497202238209433,0.0848134104969068,0.07931786634939521,1.0293,1.0284,1.00925,1.0008,1.0022,1.0086,1.0130916666666667,1.0293,1.0008,0.012662559641188975,0,1.020523497917906,0.020700000000000163,-0.016112887741849505
7476,500000.0,2,1,1,36,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0,159200.0,0,Adults,Graduate School,Married,Q5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0004,6.666666666666667e-05,0.0004,0.0,0.00016329931618554522,5,0.0,-0.0004,
7477,30000.0,2,2,1,42,0,0,0,0,0,0,9801.0,10535.0,11552.0,11933.0,12092.0,17884.0,1200.0,1200.0,573.0,500.0,6000.0,1200.0,1,Adults,University,Married,Q1,0.11390602752728998,0.1038781163434903,0.04801810106427554,0.04134965266291763,0.33549541489599644,0.3267,0.3511666666666667,0.38506666666666667,0.39776666666666666,0.4030666666666667,0.5961333333333333,0.4099833333333333,0.5961333333333333,0.3267,0.09577605534671896,0,0.5480317602326101,-0.2694333333333333,-0.22158938736870645
7478,170000.0,1,2,2,31,-1,-1,-1,-1,0,-1,2908.0,3408.0,2908.0,9283.0,2908.0,2908.0,3408.0,2908.0,9283.0,0.0,2908.0,7163.0,0,Adults,University,Single,Q3,1.0,1.0,1.0,0.0,1.0,0.017105882352941176,0.02004705882352941,0.017105882352941176,0.05460588235294118,0.017105882352941176,0.017105882352941176,0.023846078431372545,0.05460588235294118,0.017105882352941176,0.015115019417631801,0,1.0,0.0,0.0
7479,100000.0,2,3,1,44,0,0,0,0,0,0,80808.0,77825.0,70721.0,69603.0,65499.0,62296.0,3025.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,Adults,High School,Married,Q2,0.038869257950530034,0.04242021464628611,0.043101590448687555,0.045802225988183023,0.04815718505200976,0.80808,0.77825,0.70721,0.69603,0.65499,0.62296,0.7112533333333334,0.80808,0.62296,0.0708143072173037,0,1.2971619365609348,0.18512000000000006,-0.009287927101479729
7480,50000.0,1,2,2,39,0,0,0,0,0,0,48493.0,49073.0,50370.0,29862.0,29275.0,29535.0,2109.0,2406.0,1278.0,1036.0,1115.0,947.0,0,Adults,University,Single,Q1,0.042976789680679806,0.04776652769505658,0.04279686558167571,0.03538855678906917,0.0377518198747249,0.96986,0.98146,1.0074,0.59724,0.5855,0.5907,0.7886933333333332,1.0074,0.5855,0.21677464082928768,0,1.6418825122735736,0.37916000000000005,0.005224969805954903
7481,110000.0,1,2,2,28,2,2,2,2,0,0,111541.0,113676.0,114223.0,110876.0,107710.0,90071.0,5400.0,4000.0,0.0,4000.0,3700.0,4000.0,1,Adults,University,Single,Q3,0.0475034308033358,0.03501921679521638,0.0,0.03713675610435428,0.04107870457749997,1.0140090909090909,1.0334181818181818,1.0383909090909091,1.0079636363636364,0.9791818181818182,0.8188272727272727,0.9819651515151514,1.0383909090909091,0.8188272727272727,0.0826507473063797,0,1.238367510075385,0.19518181818181812,0.006424726225835828
7482,20000.0,2,1,2,23,0,0,2,0,0,0,11672.0,8584.0,8279.0,8444.0,8621.0,8868.0,2424.0,0.0,284.0,294.0,371.0,500.0,0,Youth,Graduate School,Single,Q1,0.28238583410997203,0.0,0.033633349123638086,0.03410277230019719,0.04183581416328372,0.5836,0.4292,0.41395,0.4222,0.43105,0.4434,0.45389999999999997,0.5836,0.41395,0.06428910483122316,0,1.316193053676139,0.1402,0.24055001994668831
7483,70000.0,2,3,2,26,0,0,0,0,0,0,28995.0,30131.0,31610.0,37209.0,40749.0,40541.0,1600.0,2000.0,7000.0,5000.0,1500.0,1500.0,0,Adults,High School,Single,Q2,0.05310145697122565,0.06327111673521038,0.1881265285280443,0.1227023976048492,0.036999580671419056,0.4142142857142857,0.4304428571428571,0.45157142857142857,0.5315571428571428,0.5821285714285714,0.5791571428571428,0.4981785714285714,0.5821285714285714,0.4142142857142857,0.07553755965324367,0,0.7152018943785303,-0.1649428571428571,0.01610187629980659
7484,310000.0,2,2,1,42,-2,-2,-2,-2,-2,-1,-606.0,44878.0,19950.0,79227.0,20097.0,25594.0,45484.0,20033.0,79520.0,94.0,25910.0,10933.0,0,Adults,University,Married,Q5,1.0135032755470386,1.0041604010025063,1.00369823418784,0.0046773150221426085,1.0123466437446276,-0.0019548387096774192,0.14476774193548386,0.06435483870967743,0.2555709677419355,0.06482903225806452,0.08256129032258064,0.10168817204301074,0.2555709677419355,-0.0019548387096774192,0.08876468824924767,0,-0.02367742439634289,-0.08451612903225805,0.00115663180241099
7485,30000.0,1,2,2,28,2,2,2,2,0,0,35991.0,35751.0,34639.0,32493.0,32001.0,33064.0,2000.0,1200.0,0.0,1500.0,3100.0,0.0,1,Adults,University,Single,Q1,0.05594249111912954,0.034643032420104504,0.0,0.04687353520202494,0.09375756109363659,1.1997,1.1917,1.1546333333333334,1.0831,1.0667,1.1021333333333334,1.1329944444444446,1.1997,1.0667,0.05692281095841462,0,1.0885252842971207,0.09756666666666658,-0.03781506997450705
7486,30000.0,2,2,1,27,0,0,2,2,2,2,21632.0,24267.0,24572.0,24872.0,25427.0,25860.0,3300.0,1000.0,1000.0,1100.0,1000.0,1100.0,1,Adults,University,Married,Q1,0.13598714303374954,0.04069672798307016,0.04020585397233837,0.043261100405081215,0.038669760247486466,0.7210666666666666,0.8089,0.8190666666666667,0.8290666666666666,0.8475666666666667,0.862,0.8146111111111111,0.862,0.7210666666666666,0.04968655828364524,0,0.8365042536736272,-0.14093333333333335,0.09731738278626306
7487,100000.0,2,1,1,36,0,0,0,-2,-2,-2,51713.0,25272.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,Adults,Graduate School,Married,Q2,0.03956948401392846,,,,,0.51713,0.25272,0.0,0.0,0.0,0.0,0.12830833333333333,0.51713,0.0,0.2156444596475102,4,,0.51713,
7488,150000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,217.0,0.0,2403.0,0.0,4932.0,402.0,0.0,2403.0,0.0,4932.0,402.0,3516.0,0,Adults,Graduate School,Single,Q3,,1.0,,1.0,1.0,0.0014466666666666666,0.0,0.01602,0.0,0.03288,0.00268,0.008837777777777778,0.03288,0.0,0.013254223086610156,2,0.5398009950248757,-0.0012333333333333335,
7489,80000.0,1,2,2,27,0,0,0,0,0,0,78406.0,52520.0,27543.0,51180.0,27017.0,28560.0,1500.0,3024.0,1200.0,2000.0,2000.0,1000.0,0,Adults,University,Single,Q2,0.02856054836252856,0.1097919616599499,0.023446658851113716,0.0740274641892142,0.0700280112044818,0.980075,0.6565,0.3442875,0.63975,0.3377125,0.357,0.5525541666666666,0.980075,0.3377125,0.25649767672762,0,2.7453081232492997,0.623075,-0.04146746284195323
7490,200000.0,2,3,1,40,0,0,0,0,0,2,158809.0,150904.0,144302.0,137700.0,135443.0,128229.0,5380.0,5141.0,5032.0,9400.0,4400.0,0.0,0,Adults,High School,Married,Q4,0.035651805121136616,0.03562667184100012,0.03654320987654321,0.06940188861735194,0.034313610805667985,0.794045,0.75452,0.72151,0.6885,0.677215,0.641145,0.7128225,0.794045,0.641145,0.05551286470269752,0,1.2384795950993925,0.15290000000000004,0.0013381943154686313
7491,20000.0,1,2,1,36,1,2,2,2,2,0,19006.0,18418.0,20465.0,20381.0,18446.0,18598.0,0.0,2690.0,900.0,0.0,1000.0,1000.0,1,Adults,University,Married,Q1,0.0,0.13144392865868557,0.044158775329964185,0.0,0.05376922249704269,0.9503,0.9209,1.02325,1.01905,0.9223,0.9299,0.96095,1.02325,0.9209,0.04781683803849853,0,1.0219378427787935,0.020400000000000085,-0.05376922249704269
7492,30000.0,1,2,1,33,0,0,0,0,0,0,23900.0,25507.0,26489.0,27017.0,56186.0,29146.0,2000.0,1418.0,946.0,1437.0,3000.0,0.0,0,Adults,University,Married,Q1,0.07840984827694358,0.053531654649099626,0.035014990561498316,0.025575766205104475,0.10293007616825636,0.7966666666666666,0.8502333333333333,0.8829666666666667,0.9005666666666666,1.8728666666666667,0.9715333333333334,1.0458055555555557,1.8728666666666667,0.7966666666666666,0.4092617654138115,0,0.820009606807109,-0.17486666666666673,-0.02452022789131278
7493,50000.0,2,3,1,42,0,0,0,0,0,0,13436.0,14460.0,15472.0,15778.0,16109.0,16427.0,1246.0,1258.0,564.0,585.0,586.0,608.0,0,Adults,High School,Married,Q1,0.08616874135546335,0.0813081695966908,0.03574597540879706,0.0363151033583711,0.035672977415231025,0.26872,0.2892,0.30944,0.31556,0.32218,0.32854,0.3056066666666667,0.32854,0.26872,0.022557399377292287,0,0.8179217142509283,-0.059819999999999984,0.05049576394023232
7494,130000.0,2,4,1,32,0,-1,-1,0,0,0,3275.0,376.0,17055.0,14693.0,14855.0,14817.0,376.0,17055.0,575.0,449.0,1000.0,339.0,0,Adults,Others,Married,Q3,1.0,1.0,0.0391342816307085,0.030225513295186805,0.0674900452183303,0.02519230769230769,0.0028923076923076923,0.1311923076923077,0.11302307692307692,0.11426923076923078,0.11397692307692307,0.08342435897435897,0.1311923076923077,0.0028923076923076923,0.0546243707486358,0,0.2210298980900317,-0.08878461538461538,0.9325099547816698
7495,330000.0,1,1,2,32,0,0,0,0,0,0,162657.0,151305.0,138277.0,141453.0,112633.0,121242.0,5500.0,4723.0,5500.0,4000.0,10700.0,4500.0,0,Adults,Graduate School,Single,Q5,0.03635041802980734,0.034156078017313074,0.038882172877210096,0.03551357062317438,0.08825324557496578,0.4929,0.4585,0.4190212121212121,0.42864545454545455,0.34131212121212123,0.3674,0.4179631313131313,0.4929,0.34131212121212123,0.05622456967173659,0,1.3415895481763744,0.1255,-0.05190282754515844
